order_id,customer_id,product_id,category,price,cost,quantity,discount,delivery_days,order_date,return_date,is_returned,return_reason,revenue,nominal_profit,profit_after_return,location,customer_age,customer_tenure_months
O1005,C67,P39,Beauty,111.11,70.51,1,0.12,1,2023-07-20,,0,,97.78,27.27,27.27,South,19,5
O1006,C176,P135,Apparel,95.99,78.79,3,0.02,9,2024-08-01,,0,,282.21,45.84,45.84,South,21,17
O1007,C262,P17,Toys,207.4,148.45,2,0.21,6,2024-03-18,,0,,327.69,30.79,30.79,East,40,12
O1008,C498,P128,Home,83.71,64.66,1,0.25,9,2024-08-06,2024-08-14,1,Size Issue,62.78,-1.88,-37.45,East,63,35
O1009,C124,P19,Electronics,139.86,104.38,1,0.15,3,2023-09-21,,0,,118.88,14.5,14.5,South,68,42
O1010,C266,P199,Home,36.62,26.88,1,0.1,4,2024-07-31,,0,,32.96,6.08,6.08,East,44,16
O1011,C87,P51,Toys,60.74,53.88,1,0.14,8,2023-01-22,,0,,52.24,-1.64,-1.64,North,39,56
O1012,C439,P5,Sports,83.64,67.36,2,0.18,2,2024-04-23,,0,,137.17,2.45,2.45,West,49,22
O1013,C112,P51,Toys,60.74,53.88,1,0.14,6,2024-08-04,,0,,52.24,-1.64,-1.64,West,47,36
O1014,C285,P138,Toys,187.34,117.85,1,0.03,8,2024-08-22,,0,,181.72,63.87,63.87,West,68,24
O1015,C270,P16,Beauty,193.96,135.85,1,0.03,1,2024-07-18,,0,,188.14,52.29,52.29,East,57,25
O1016,C287,P142,Electronics,66.34,39.88,1,0.03,2,2024-06-24,,0,,64.35,24.47,24.47,East,68,3
O1017,C380,P106,Beauty,146.28,86.79,1,0.04,7,2024-08-11,,0,,140.43,53.64,53.64,West,39,59
O1018,C163,P172,Beauty,217.23,115.24,1,0.11,4,2023-03-08,,0,,193.33,78.09,78.09,North,50,28
O1019,C102,P200,Toys,37.31,29.49,1,0.01,1,2023-05-27,,0,,36.94,7.45,7.45,East,66,59
O1020,C34,P18,Toys,163.97,126.84,1,0.06,3,2023-07-10,,0,,154.13,27.29,27.29,South,46,47
O1021,C472,P195,Apparel,174.15,135.26,1,0.22,1,2023-12-26,2023-12-30,1,Not as described,135.84,0.58,-75.21,West,32,32
O1022,C389,P164,Toys,142.61,86.13,1,0.19,2,2024-01-30,,0,,115.51,29.38,29.38,East,67,50
O1023,C115,P164,Toys,142.61,86.13,1,0.24,1,2024-03-24,,0,,108.38,22.25,22.25,West,62,7
O1024,C266,P58,Beauty,265.96,159.58,1,0.26,3,2023-12-30,,0,,196.81,37.23,37.23,East,44,16
O1025,C457,P57,Electronics,171.91,94.74,1,0.29,2,2023-08-12,,0,,122.06,27.32,27.32,North,18,30
O1026,C5,P110,Home,286.39,170.31,1,0.08,7,2023-06-27,2023-07-10,1,Not as described,263.48,93.17,-185.32,North,40,49
O1027,C195,P85,Toys,219.07,192.45,1,0.13,9,2023-02-13,,0,,190.59,-1.86,-1.86,East,35,35
O1028,C132,P79,Beauty,61.02,42.54,1,0.17,4,2023-08-26,,0,,50.65,8.11,8.11,West,55,18
O1029,C130,P194,Sports,23.84,12.64,3,0.08,9,2024-02-18,,0,,65.8,27.88,27.88,North,67,39
O1030,C109,P149,Beauty,137.16,106.82,1,0.05,3,2023-01-24,,0,,130.3,23.48,23.48,East,68,25
O1031,C115,P113,Home,175.96,112.63,2,0.08,8,2023-06-20,,0,,323.77,98.51,98.51,West,62,7
O1032,C10,P193,Toys,221.71,112.07,1,0.05,2,2023-09-23,,0,,210.62,98.55,98.55,East,29,5
O1033,C173,P71,Toys,117.96,63.7,1,0.28,5,2023-12-23,2023-12-31,1,Changed Mind,84.93,21.23,-60.08,East,63,50
O1034,C228,P125,Home,70.59,56.96,1,0.23,7,2024-01-03,2024-01-12,1,Not as described,54.35,-2.61,-32.87,North,68,2
O1035,C31,P134,Home,170.32,114.89,1,0.29,5,2024-05-09,,0,,120.93,6.04,6.04,South,48,38
O1036,C166,P125,Home,70.59,56.96,1,0.17,1,2024-07-19,,0,,58.59,1.63,1.63,North,25,37
O1037,C388,P104,Apparel,22.65,12.65,1,0.22,7,2023-03-18,,0,,17.67,5.02,5.02,South,25,41
O1038,C266,P92,Sports,293.88,233.58,1,0.14,8,2023-04-26,,0,,252.74,19.16,19.16,East,44,16
O1039,C134,P78,Electronics,298.39,206.79,2,0.05,4,2023-03-17,,0,,566.94,153.36,153.36,North,21,2
O1040,C89,P148,Sports,177.87,159.79,1,0.1,2,2023-12-15,,0,,160.08,0.29,0.29,West,45,34
O1041,C41,P3,Home,127.11,72.47,2,0.23,8,2024-04-15,2024-04-29,1,Changed Mind,195.75,50.81,-130.28,North,18,11
O1042,C381,P92,Sports,293.88,233.58,1,0.09,8,2023-06-26,,0,,267.43,33.85,33.85,North,24,6
O1043,C459,P163,Sports,289.92,186.75,2,0.19,1,2023-08-24,,0,,469.67,96.17,96.17,West,66,31
O1044,C115,P51,Toys,60.74,53.88,1,0.18,4,2024-01-18,,0,,49.81,-4.07,-4.07,West,62,7
O1045,C205,P114,Sports,294.3,230.52,1,0.16,1,2024-08-18,2024-08-21,1,Not as described,247.21,16.69,-138.95,West,40,32
O1046,C433,P9,Home,52.95,40.24,1,0.19,8,2023-08-30,2023-09-02,1,Size Issue,42.89,2.65,-29.77,East,51,51
O1047,C66,P191,Home,200.56,103.23,1,0.24,5,2024-04-18,,0,,152.43,49.2,49.2,East,55,59
O1048,C208,P26,Sports,146.39,106.77,1,0.05,8,2023-07-11,2023-07-18,1,Size Issue,139.07,32.3,-92.69,North,22,58
O1049,C210,P61,Beauty,213.1,154.44,1,0.06,3,2024-02-19,,0,,200.31,45.87,45.87,South,55,26
O1050,C34,P126,Beauty,204.63,169.66,1,0.18,1,2024-03-22,,0,,167.8,-1.86,-1.86,South,46,47
O1051,C308,P49,Apparel,211.78,109.21,1,0.25,4,2023-04-01,,0,,158.84,49.63,49.63,South,36,24
O1052,C116,P25,Toys,242.91,187.25,1,0.11,9,2023-08-31,,0,,216.19,28.94,28.94,West,46,5
O1053,C78,P143,Beauty,30.57,23.79,1,0.27,2,2023-07-31,2023-08-06,1,Size Issue,22.32,-1.47,-17.42,East,42,17
O1054,C431,P18,Toys,163.97,126.84,3,0.23,5,2023-01-04,,0,,378.77,-1.75,-1.75,South,52,55
O1055,C54,P33,Beauty,211.79,123.4,2,0.19,7,2024-04-19,2024-04-26,1,Size Issue,343.1,96.3,-226.7,South,64,9
O1056,C228,P178,Apparel,63.46,53.98,1,0.24,9,2024-05-09,,0,,48.23,-5.75,-5.75,North,68,2
O1057,C397,P16,Beauty,193.96,135.85,1,0.03,3,2023-10-26,,0,,188.14,52.29,52.29,South,52,59
O1058,C267,P163,Sports,289.92,186.75,1,0.07,3,2024-07-02,2024-07-05,1,Damaged,269.63,82.88,-183.25,South,48,27
O1059,C24,P82,Toys,61.86,45.84,1,0.21,4,2024-02-26,,0,,48.87,3.03,3.03,South,21,50
O1060,C216,P15,Electronics,110.07,96.13,1,0.25,3,2024-06-01,,0,,82.55,-13.58,-13.58,South,69,17
O1061,C339,P9,Home,52.95,40.24,1,0.25,5,2023-03-28,,0,,39.71,-0.53,-0.53,South,51,32
O1062,C370,P145,Home,24.72,14.0,2,0.09,7,2023-06-28,,0,,44.99,16.99,16.99,North,43,50
O1063,C168,P44,Home,252.94,152.85,1,0.1,7,2024-02-23,2024-03-07,1,Damaged,227.65,74.8,-158.22,North,52,22
O1064,C258,P108,Home,266.21,225.02,2,0.18,5,2023-11-05,,0,,436.58,-13.46,-13.46,South,54,35
O1065,C54,P186,Beauty,37.22,29.77,2,0.2,7,2024-08-08,,0,,59.55,0.01,0.01,South,64,9
O1066,C185,P162,Electronics,88.75,53.82,1,0.14,8,2023-01-24,,0,,76.32,22.51,22.51,South,27,56
O1067,C271,P100,Sports,76.75,51.46,1,0.1,2,2023-07-31,,0,,69.08,17.62,17.62,West,51,17
O1068,C55,P123,Toys,279.7,203.79,1,0.22,4,2023-06-15,2023-06-26,1,Damaged,218.17,14.38,-123.27,West,26,15
O1069,C428,P166,Sports,66.37,34.04,1,0.02,8,2024-04-01,,0,,65.04,31.0,31.0,East,59,29
O1070,C406,P89,Sports,194.54,173.08,3,0.13,1,2023-07-16,,0,,507.75,-11.49,-11.49,East,61,26
O1071,C490,P97,Beauty,197.08,164.52,1,0.23,4,2024-04-03,,0,,151.75,-12.77,-12.77,East,24,12
O1072,C275,P25,Toys,242.91,187.25,1,0.07,9,2024-03-09,2024-03-20,1,Size Issue,225.91,38.66,-139.28,East,27,15
O1073,C31,P22,Apparel,33.45,28.33,3,0.2,2,2024-05-18,,0,,80.28,-4.71,-4.71,South,48,38
O1074,C405,P95,Beauty,135.97,120.67,1,0.04,4,2024-08-18,,0,,130.53,9.86,9.86,West,52,22
O1075,C177,P198,Beauty,109.15,94.44,1,0.26,2,2023-03-03,2023-03-11,1,Not as described,80.77,-13.67,-40.55,South,69,12
O1076,C30,P29,Apparel,246.77,204.39,1,0.26,1,2024-07-31,2024-08-12,1,Changed Mind,182.61,-21.78,-87.41,East,45,35
O1077,C30,P2,Sports,171.85,153.26,1,0.03,8,2023-10-11,2023-10-17,1,Changed Mind,166.69,13.43,-97.06,East,45,35
O1078,C400,P63,Home,258.33,199.41,1,0.05,8,2024-02-18,,0,,245.41,46.0,46.0,North,56,20
O1079,C329,P5,Sports,83.64,67.36,2,0.3,4,2024-07-17,2024-07-26,1,Not as described,117.1,-17.62,-56.74,North,56,8
O1080,C52,P45,Sports,205.95,143.84,1,0.23,9,2024-04-30,2024-05-13,1,Size Issue,158.58,14.74,-93.66,East,32,12
O1081,C324,P28,Apparel,125.66,103.6,1,0.09,9,2024-03-29,,0,,114.35,10.75,10.75,North,42,45
O1082,C378,P55,Electronics,298.91,218.31,1,0.29,4,2024-08-13,,0,,212.23,-6.08,-6.08,South,43,11
O1083,C68,P41,Apparel,282.75,184.96,1,0.1,3,2023-08-19,,0,,254.48,69.51,69.51,West,24,48
O1084,C348,P73,Electronics,292.36,258.28,1,0.12,8,2023-03-02,2023-03-08,1,Size Issue,257.28,-1.0,-135.14,North,64,40
O1085,C457,P200,Toys,37.31,29.49,1,0.15,4,2024-01-21,,0,,31.71,2.22,2.22,North,18,30
O1086,C135,P133,Toys,215.58,153.35,1,0.02,4,2024-01-18,,0,,211.27,57.92,57.92,South,18,14
O1087,C376,P59,Beauty,64.73,47.4,1,0.26,7,2024-08-06,,0,,47.9,0.5,0.5,West,34,49
O1088,C55,P91,Electronics,181.06,94.58,1,0.14,5,2023-06-25,,0,,155.71,61.13,61.13,West,26,15
O1089,C349,P187,Sports,63.03,41.42,1,0.27,4,2023-12-20,,0,,46.01,4.59,4.59,North,29,32
O1090,C3,P40,Beauty,37.89,28.88,2,0.15,4,2024-08-17,,0,,64.41,6.65,6.65,East,23,26
O1091,C488,P143,Beauty,30.57,23.79,1,0.02,3,2023-06-06,,0,,29.96,6.17,6.17,East,51,58
O1092,C21,P35,Toys,104.53,61.24,1,0.02,3,2024-04-07,,0,,102.44,41.2,41.2,East,61,59
O1093,C202,P65,Apparel,267.45,159.21,1,0.15,6,2023-03-03,,0,,227.33,68.12,68.12,East,59,6
O1094,C162,P86,Beauty,99.34,80.72,1,0.17,8,2023-06-20,,0,,82.45,1.73,1.73,North,68,34
O1095,C37,P120,Beauty,118.08,79.56,1,0.12,7,2024-01-29,2024-02-01,1,Not as described,103.91,24.35,-71.13,South,58,4
O1096,C344,P91,Electronics,181.06,94.58,1,0.15,6,2024-01-10,,0,,153.9,59.32,59.32,South,66,28
O1097,C144,P164,Toys,142.61,86.13,1,0.16,8,2023-01-03,,0,,119.79,33.66,33.66,South,63,27
O1098,C477,P115,Electronics,31.85,22.06,1,0.25,4,2023-03-17,,0,,23.89,1.83,1.83,East,21,34
O1099,C413,P91,Electronics,181.06,94.58,1,0.17,3,2023-12-14,,0,,150.28,55.7,55.7,North,43,54
O1100,C197,P84,Toys,225.81,132.12,1,0.07,9,2024-07-26,,0,,210.0,77.88,77.88,West,18,12
O1101,C487,P56,Sports,289.97,229.85,1,0.06,1,2024-04-16,,0,,272.57,42.72,42.72,East,30,51
O1102,C165,P88,Toys,157.56,137.45,1,0.09,9,2024-04-27,2024-05-11,1,Size Issue,143.38,5.93,-81.65,West,64,30
O1103,C384,P196,Home,56.01,39.98,2,0.26,3,2023-09-06,,0,,82.89,2.93,2.93,North,24,9
O1104,C283,P101,Sports,154.77,91.16,2,0.05,1,2024-01-22,,0,,294.06,111.74,111.74,South,60,44
O1105,C46,P100,Sports,76.75,51.46,1,0.2,6,2023-06-02,,0,,61.4,9.94,9.94,East,63,28
O1106,C74,P186,Beauty,37.22,29.77,1,0.23,4,2023-09-17,,0,,28.66,-1.11,-1.11,West,60,13
O1107,C254,P82,Toys,61.86,45.84,2,0.29,6,2024-03-25,,0,,87.84,-3.84,-3.84,North,58,58
O1108,C22,P75,Toys,98.56,63.27,1,0.16,1,2024-08-04,,0,,82.79,19.52,19.52,West,53,42
O1109,C188,P6,Electronics,81.59,67.13,1,0.19,7,2023-06-20,2023-06-28,1,Damaged,66.09,-1.04,-39.52,West,40,50
O1110,C275,P34,Beauty,258.92,157.83,1,0.16,1,2023-08-13,,0,,217.49,59.66,59.66,East,27,15
O1111,C253,P70,Toys,178.4,110.44,1,0.27,7,2024-05-28,2024-05-31,1,Size Issue,130.23,19.79,-82.01,South,53,1
O1112,C37,P77,Electronics,140.04,107.93,1,0.25,4,2023-05-18,,0,,105.03,-2.9,-2.9,South,58,4
O1113,C277,P120,Beauty,118.08,79.56,1,0.09,4,2023-09-16,,0,,107.45,27.89,27.89,East,34,46
O1114,C149,P189,Home,195.1,141.96,1,0.1,5,2024-06-10,,0,,175.59,33.63,33.63,East,49,31
O1115,C467,P57,Electronics,171.91,94.74,1,0.02,7,2023-10-21,,0,,168.47,73.73,73.73,South,54,20
O1116,C161,P10,Sports,299.34,155.42,1,0.07,8,2023-04-21,2023-05-02,1,Size Issue,278.39,122.97,-207.68,West,20,32
O1117,C362,P198,Beauty,109.15,94.44,1,0.15,2,2023-08-17,2023-08-23,1,Size Issue,92.78,-1.66,-52.56,South,42,22
O1118,C132,P51,Toys,60.74,53.88,1,0.14,7,2023-05-07,,0,,52.24,-1.64,-1.64,West,55,18
O1119,C167,P59,Beauty,64.73,47.4,1,0.01,7,2024-06-15,2024-06-22,1,Damaged,64.08,16.68,-47.38,West,51,29
O1120,C97,P58,Beauty,265.96,159.58,1,0.19,6,2024-04-22,,0,,215.43,55.85,55.85,South,66,19
O1121,C281,P29,Apparel,246.77,204.39,1,0.07,7,2024-07-08,,0,,229.5,25.11,25.11,West,63,3
O1122,C474,P199,Home,36.62,26.88,1,0.15,7,2024-02-18,2024-02-27,1,Not as described,31.13,4.25,-24.69,West,32,36
O1123,C291,P25,Toys,242.91,187.25,1,0.29,4,2023-05-14,,0,,172.47,-14.78,-14.78,South,28,25
O1124,C334,P129,Home,95.63,56.9,1,0.02,9,2023-05-13,,0,,93.72,36.82,36.82,South,61,41
O1125,C254,P145,Home,24.72,14.0,1,0.04,3,2023-09-15,,0,,23.73,9.73,9.73,North,58,58
O1126,C475,P22,Apparel,33.45,28.33,1,0.19,7,2023-02-09,,0,,27.09,-1.24,-1.24,West,66,58
O1127,C168,P188,Apparel,281.04,233.73,1,0.16,2,2024-07-01,,0,,236.07,2.34,2.34,North,52,22
O1128,C406,P138,Toys,187.34,117.85,1,0.04,5,2024-02-14,,0,,179.85,62.0,62.0,East,61,26
O1129,C273,P144,Sports,125.07,66.31,3,0.29,6,2024-05-29,,0,,266.4,67.47,67.47,North,62,53
O1130,C242,P95,Beauty,135.97,120.67,1,0.25,9,2023-04-10,,0,,101.98,-18.69,-18.69,North,43,47
O1131,C365,P183,Home,275.41,190.62,1,0.23,2,2023-11-27,2023-12-05,1,Damaged,212.07,21.45,-123.76,South,29,38
O1132,C71,P184,Toys,138.28,123.64,1,0.17,5,2023-12-30,,0,,114.77,-8.87,-8.87,North,51,6
O1133,C418,P85,Toys,219.07,192.45,2,0.03,2,2023-02-17,,0,,425.0,40.1,40.1,North,66,25
O1134,C284,P178,Apparel,63.46,53.98,1,0.16,5,2023-12-01,,0,,53.31,-0.67,-0.67,South,18,53
O1135,C396,P102,Apparel,175.88,115.85,2,0.04,6,2024-02-01,2024-02-05,1,Not as described,337.69,105.99,-228.84,South,56,47
O1136,C11,P43,Sports,160.15,101.9,1,0.1,5,2023-12-29,,0,,144.14,42.24,42.24,North,43,5
O1137,C204,P89,Sports,194.54,173.08,1,0.28,1,2023-05-04,,0,,140.07,-33.01,-33.01,East,20,15
O1138,C193,P106,Beauty,146.28,86.79,1,0.04,2,2023-03-13,,0,,140.43,53.64,53.64,East,53,36
O1139,C294,P96,Beauty,111.52,86.45,1,0.04,2,2024-01-19,,0,,107.06,20.61,20.61,West,53,7
O1140,C113,P39,Beauty,111.11,70.51,1,0.12,2,2023-12-10,,0,,97.78,27.27,27.27,West,46,27
O1141,C178,P108,Home,266.21,225.02,1,0.07,1,2024-04-17,,0,,247.58,22.56,22.56,South,54,22
O1142,C432,P112,Apparel,170.3,125.47,1,0.12,2,2024-07-24,,0,,149.86,24.39,24.39,South,59,32
O1143,C228,P42,Home,125.3,96.81,1,0.24,5,2023-09-09,,0,,95.23,-1.58,-1.58,North,68,2
O1144,C264,P47,Electronics,70.63,45.16,1,0.02,6,2023-06-02,,0,,69.22,24.06,24.06,West,39,15
O1145,C365,P161,Electronics,250.08,147.99,1,0.15,8,2024-01-02,,0,,212.57,64.58,64.58,South,29,38
O1146,C481,P151,Sports,105.16,83.59,1,0.1,6,2024-02-22,,0,,94.64,11.05,11.05,North,60,34
O1147,C297,P160,Beauty,104.73,68.63,1,0.2,8,2023-12-31,,0,,83.78,15.15,15.15,South,57,20
O1148,C116,P156,Sports,82.57,44.81,1,0.26,2,2024-07-22,,0,,61.1,16.29,16.29,West,46,5
O1149,C79,P28,Apparel,125.66,103.6,1,0.14,9,2023-09-03,,0,,108.07,4.47,4.47,North,24,50
O1150,C448,P127,Toys,114.01,90.94,1,0.12,2,2023-04-19,,0,,100.33,9.39,9.39,West,33,51
O1151,C153,P173,Toys,21.91,19.2,1,0.29,1,2024-03-25,,0,,15.56,-3.64,-3.64,East,25,35
O1152,C8,P179,Toys,33.45,24.11,2,0.22,9,2024-07-07,,0,,52.18,3.96,3.96,South,63,56
O1153,C137,P86,Beauty,99.34,80.72,1,0.17,5,2023-07-29,,0,,82.45,1.73,1.73,South,46,29
O1154,C116,P55,Electronics,298.91,218.31,1,0.16,5,2023-12-09,,0,,251.08,32.77,32.77,West,46,5
O1155,C325,P9,Home,52.95,40.24,1,0.1,4,2023-05-25,2023-06-03,1,Changed Mind,47.66,7.41,-34.53,South,60,25
O1156,C56,P128,Home,83.71,64.66,1,0.01,6,2024-06-30,2024-07-14,1,Damaged,82.87,18.21,-57.54,West,26,40
O1157,C406,P68,Beauty,237.75,166.1,1,0.07,6,2023-06-26,,0,,221.11,55.01,55.01,East,61,26
O1158,C146,P133,Toys,215.58,153.35,1,0.24,2,2024-05-25,,0,,163.84,10.49,10.49,South,50,41
O1159,C70,P173,Toys,21.91,19.2,1,0.11,1,2023-06-19,,0,,19.5,0.3,0.3,South,44,18
O1160,C204,P108,Home,266.21,225.02,1,0.26,7,2024-06-06,2024-06-18,1,Damaged,197.0,-28.02,-91.49,East,20,15
O1161,C405,P56,Sports,289.97,229.85,1,0.21,6,2023-10-29,,0,,229.08,-0.77,-0.77,West,52,22
O1162,C26,P30,Home,241.52,181.23,1,0.22,2,2024-07-22,,0,,188.39,7.16,7.16,South,54,17
O1163,C364,P134,Home,170.32,114.89,1,0.09,4,2024-07-08,,0,,154.99,40.1,40.1,West,42,2
O1164,C28,P185,Apparel,79.54,51.76,2,0.26,9,2024-08-19,,0,,117.72,14.2,14.2,South,59,3
O1165,C35,P104,Apparel,22.65,12.65,1,0.1,5,2023-04-12,,0,,20.38,7.73,7.73,West,31,25
O1166,C261,P171,Beauty,291.17,161.1,2,0.27,7,2023-05-10,,0,,425.11,102.91,102.91,South,29,24
O1167,C141,P147,Beauty,18.01,11.13,1,0.15,4,2023-05-20,,0,,15.31,4.18,4.18,West,27,32
O1168,C350,P30,Home,241.52,181.23,3,0.06,2,2024-07-01,2024-07-07,1,Damaged,681.09,137.4,-416.24,North,33,50
O1169,C425,P110,Home,286.39,170.31,1,0.02,8,2024-01-24,,0,,280.66,110.35,110.35,North,50,36
O1170,C440,P176,Electronics,225.77,195.89,1,0.26,3,2024-01-09,,0,,167.07,-28.82,-28.82,East,52,37
O1171,C167,P182,Apparel,26.88,21.8,1,0.22,5,2024-03-09,2024-03-19,1,Changed Mind,20.97,-0.83,-17.07,West,51,29
O1172,C416,P183,Home,275.41,190.62,1,0.13,1,2024-08-21,,0,,239.61,48.99,48.99,East,56,12
O1173,C162,P179,Toys,33.45,24.11,1,0.08,1,2023-04-25,,0,,30.77,6.66,6.66,North,68,34
O1174,C388,P15,Electronics,110.07,96.13,1,0.27,9,2023-01-06,,0,,80.35,-15.78,-15.78,South,25,41
O1175,C364,P195,Apparel,174.15,135.26,1,0.2,4,2023-06-16,,0,,139.32,4.06,4.06,West,42,2
O1176,C9,P93,Electronics,151.16,108.59,1,0.14,9,2023-03-06,,0,,130.0,21.41,21.41,North,60,6
O1177,C353,P200,Toys,37.31,29.49,1,0.23,5,2023-02-03,2023-02-07,1,Damaged,28.73,-0.76,-20.98,East,25,33
O1178,C204,P185,Apparel,79.54,51.76,2,0.28,3,2024-05-22,2024-05-29,1,Not as described,114.54,11.02,-69.78,East,20,15
O1179,C220,P193,Toys,221.71,112.07,1,0.16,5,2023-11-15,,0,,186.24,74.17,74.17,North,34,39
O1180,C14,P99,Apparel,260.61,217.71,2,0.05,6,2024-01-30,,0,,495.16,59.74,59.74,South,35,23
O1181,C87,P120,Beauty,118.08,79.56,2,0.02,3,2024-03-13,,0,,231.44,72.32,72.32,North,39,56
O1182,C71,P50,Beauty,76.28,50.89,1,0.02,8,2023-01-21,,0,,74.75,23.86,23.86,North,51,6
O1183,C426,P194,Sports,23.84,12.64,1,0.03,4,2023-06-22,,0,,23.12,10.48,10.48,West,33,45
O1184,C233,P196,Home,56.01,39.98,1,0.2,3,2023-02-27,,0,,44.81,4.83,4.83,South,19,11
O1185,C433,P195,Apparel,174.15,135.26,1,0.07,2,2024-04-14,,0,,161.96,26.7,26.7,East,51,51
O1186,C52,P60,Beauty,90.87,76.95,1,0.19,4,2023-02-19,,0,,73.6,-3.35,-3.35,East,32,12
O1187,C115,P115,Electronics,31.85,22.06,1,0.18,9,2024-04-26,,0,,26.12,4.06,4.06,West,62,7
O1188,C207,P6,Electronics,81.59,67.13,3,0.05,7,2023-12-03,,0,,232.53,31.14,31.14,East,37,11
O1189,C42,P97,Beauty,197.08,164.52,1,0.28,1,2023-04-11,2023-04-17,1,Changed Mind,141.9,-22.62,-66.64,West,63,41
O1190,C475,P120,Beauty,118.08,79.56,1,0.21,2,2024-07-09,,0,,93.28,13.72,13.72,West,66,58
O1191,C399,P68,Beauty,237.75,166.1,2,0.21,6,2023-12-17,,0,,375.65,43.45,43.45,North,59,11
O1192,C238,P88,Toys,157.56,137.45,1,0.23,1,2023-02-13,,0,,121.32,-16.13,-16.13,North,39,56
O1193,C409,P146,Apparel,267.12,156.73,1,0.08,4,2023-05-01,,0,,245.75,89.02,89.02,West,20,42
O1194,C129,P59,Beauty,64.73,47.4,1,0.1,8,2023-04-17,,0,,58.26,10.86,10.86,North,66,30
O1195,C267,P166,Sports,66.37,34.04,1,0.22,9,2023-02-06,,0,,51.77,17.73,17.73,South,48,27
O1196,C191,P84,Toys,225.81,132.12,1,0.03,9,2023-10-27,,0,,219.04,86.92,86.92,East,65,29
O1197,C211,P178,Apparel,63.46,53.98,1,0.3,5,2024-05-16,,0,,44.42,-9.56,-9.56,East,47,34
O1198,C84,P151,Sports,105.16,83.59,1,0.04,5,2023-12-23,,0,,100.95,17.36,17.36,West,66,51
O1199,C395,P194,Sports,23.84,12.64,1,0.29,6,2024-08-10,,0,,16.93,4.29,4.29,South,69,20
O1200,C132,P162,Electronics,88.75,53.82,1,0.18,3,2023-10-26,,0,,72.78,18.96,18.96,West,55,18
O1201,C445,P60,Beauty,90.87,76.95,1,0.07,4,2023-07-17,,0,,84.51,7.56,7.56,South,66,3
O1202,C24,P95,Beauty,135.97,120.67,1,0.03,4,2024-08-02,,0,,131.89,11.22,11.22,South,21,50
O1203,C465,P86,Beauty,99.34,80.72,1,0.2,5,2023-12-31,,0,,79.47,-1.25,-1.25,South,21,28
O1204,C324,P90,Sports,82.63,74.23,1,0.12,3,2023-07-15,,0,,72.71,-1.52,-1.52,North,42,45
O1205,C47,P102,Apparel,175.88,115.85,1,0.3,9,2023-04-14,,0,,123.12,7.27,7.27,North,53,29
O1206,C79,P135,Apparel,95.99,78.79,1,0.05,1,2023-09-08,2023-09-18,1,Changed Mind,91.19,12.4,-58.8,North,24,50
O1207,C274,P106,Beauty,146.28,86.79,1,0.3,9,2023-04-08,,0,,102.4,15.61,15.61,East,24,8
O1208,C65,P92,Sports,293.88,233.58,1,0.19,6,2023-09-12,,0,,238.04,4.46,4.46,East,28,8
O1209,C13,P72,Toys,282.64,147.37,1,0.29,7,2024-04-22,,0,,200.67,53.3,53.3,West,57,47
O1210,C457,P146,Apparel,267.12,156.73,2,0.12,2,2024-05-03,,0,,470.13,156.67,156.67,North,18,30
O1211,C1,P9,Home,52.95,40.24,1,0.0,2,2023-12-13,,0,,52.95,12.71,12.71,South,57,34
O1212,C179,P177,Beauty,82.75,44.11,1,0.27,5,2023-07-25,,0,,60.41,16.3,16.3,West,38,17
O1213,C500,P82,Toys,61.86,45.84,3,0.21,3,2023-05-11,,0,,146.61,9.09,9.09,South,60,8
O1214,C466,P20,Beauty,170.34,149.48,1,0.23,9,2024-07-09,,0,,131.16,-18.32,-18.32,North,35,44
O1215,C471,P32,Electronics,157.38,119.7,1,0.17,2,2023-11-30,,0,,130.63,10.93,10.93,East,63,51
O1216,C29,P74,Beauty,92.34,77.46,1,0.04,8,2024-05-01,,0,,88.65,11.19,11.19,East,66,32
O1217,C173,P200,Toys,37.31,29.49,1,0.16,5,2024-07-30,,0,,31.34,1.85,1.85,East,63,50
O1218,C496,P188,Apparel,281.04,233.73,1,0.2,6,2024-03-20,,0,,224.83,-8.9,-8.9,North,68,15
O1219,C311,P83,Beauty,116.28,83.89,2,0.25,9,2023-10-09,,0,,174.42,6.64,6.64,West,60,13
O1220,C112,P6,Electronics,81.59,67.13,1,0.19,3,2024-05-01,,0,,66.09,-1.04,-1.04,West,47,36
O1221,C323,P51,Toys,60.74,53.88,1,0.02,8,2024-07-25,,0,,59.53,5.65,5.65,South,18,11
O1222,C173,P96,Beauty,111.52,86.45,1,0.14,4,2023-06-12,,0,,95.91,9.46,9.46,East,63,50
O1223,C83,P115,Electronics,31.85,22.06,1,0.22,3,2024-08-01,,0,,24.84,2.78,2.78,South,50,29
O1224,C229,P25,Toys,242.91,187.25,1,0.13,1,2023-07-07,,0,,211.33,24.08,24.08,South,34,47
O1225,C202,P112,Apparel,170.3,125.47,1,0.23,5,2023-03-22,,0,,131.13,5.66,5.66,East,59,6
O1226,C44,P42,Home,125.3,96.81,2,0.05,9,2023-12-19,,0,,238.07,44.45,44.45,East,38,3
O1227,C339,P42,Home,125.3,96.81,1,0.08,7,2024-03-06,,0,,115.28,18.47,18.47,South,51,32
O1228,C385,P75,Toys,98.56,63.27,1,0.07,7,2024-07-06,,0,,91.66,28.39,28.39,North,26,39
O1229,C293,P174,Toys,125.66,83.77,1,0.04,3,2023-10-07,,0,,120.63,36.86,36.86,South,28,14
